"periode_data","tahun","nama_provinsi","nama_kabupaten_kota","nama_kecamatan","nama_kelurahan","jenis_kelamin","usia","jumlah"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA BARAT","KALI DERES","KAMAL","Laki-laki","65","606"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA BARAT","KALI DERES","PEGADUNGAN","Laki-laki","65","1147"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA BARAT","PALMERAH","PALMERAH","Laki-laki","65","1410"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA BARAT","PALMERAH","SLIPI","Laki-laki","65","436"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA BARAT","PALMERAH","KOTA BAMBU UTARA","Laki-laki","65","536"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA BARAT","PALMERAH","JATI PULO","Laki-laki","65","712"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA BARAT","PALMERAH","KEMANGGISAN","Laki-laki","65","924"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA BARAT","PALMERAH","KOTA BAMBU SELATAN","Laki-laki","65","413"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","KEMBANGAN UTARA","Laki-laki","65","889"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","MERUYA UTARA","Laki-laki","65","1153"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","MERUYA SELATAN","Laki-laki","65","640"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","SRENGSENG","Laki-laki","65","907"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","JOGLO","Laki-laki","65","977"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","KEMBANGAN SELATAN","Laki-laki","65","703"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","TEBET","TEBET TIMUR","Laki-laki","65","637"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","TEBET","TEBET BARAT","Laki-laki","65","736"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","TEBET","MENTENG DALAM","Laki-laki","65","894"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","TEBET","KEBON BARU","Laki-laki","65","977"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","TEBET","BUKIT DURI","Laki-laki","65","965"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","TEBET","MANGGARAI SELATAN","Laki-laki","65","582"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","TEBET","MANGGARAI","Laki-laki","65","779"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI","Laki-laki","65","92"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI","Laki-laki","65","87"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KARET KUNINGAN","Laki-laki","65","375"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KARET","Laki-laki","65","261"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Laki-laki","65","696"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Laki-laki","65","614"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Laki-laki","65","189"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Laki-laki","65","183"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Laki-laki","65","422"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA","Laki-laki","65","457"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","PELA MAMPANG","Laki-laki","65","1067"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","TEGAL PARANG","Laki-laki","65","635"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","KUNINGAN BARAT","Laki-laki","65","273"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","PASAR MINGGU","Laki-laki","65","804"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","JATI PADANG","Laki-laki","65","897"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","CILANDAK TIMUR","Laki-laki","65","498"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","RAGUNAN","Laki-laki","65","963"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","PEJATEN TIMUR","Laki-laki","65","1180"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","PEJATEN BARAT","Laki-laki","65","944"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","KEBAGUSAN","Laki-laki","65","799"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","KEBAYORAN LAMA UTARA","Laki-laki","65","1069"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","PONDOK PINANG","Laki-laki","65","1814"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","CIPULIR","Laki-laki","65","946"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","GROGOL UTARA","Laki-laki","65","1038"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","GROGOL SELATAN","Laki-laki","65","1043"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","KEBAYORAN LAMA SELATAN","Laki-laki","65","1147"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","CILANDAK BARAT","Laki-laki","65","1406"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","LEBAK BULUS","Laki-laki","65","1055"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","PONDOK LABU","Laki-laki","65","1189"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","GANDARIA SELATAN","Laki-laki","65","527"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","CIPETE SELATAN","Laki-laki","65","637"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","MELAWAI","Laki-laki","65","135"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","GUNUNG","Laki-laki","65","355"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","KRAMAT PELA","Laki-laki","65","398"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","SELONG","Laki-laki","65","155"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","RAWA BARAT","Laki-laki","65","219"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","SENAYAN","Laki-laki","65","104"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","PULO","Laki-laki","65","195"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","PETOGOGAN","Laki-laki","65","342"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","GANDARIA UTARA","Laki-laki","65","1072"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","CIPETE UTARA","Laki-laki","65","771"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","PANCORAN","Laki-laki","65","471"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","KALIBATA","Laki-laki","65","1059"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","RAWA JATI","Laki-laki","65","506"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","DUREN TIGA","Laki-laki","65","731"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","PENGADEGAN","Laki-laki","65","528"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","CIKOKO","Laki-laki","65","296"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","JAGAKARSA","Laki-laki","65","1121"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","SRENGSENG SAWAH","Laki-laki","65","1271"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","CIGANJUR","Laki-laki","65","675"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","LENTENG AGUNG","Laki-laki","65","1123"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","TANJUNG BARAT","Laki-laki","65","835"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","CIPEDAK","Laki-laki","65","582"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PESANGGRAHAN","Laki-laki","65","733"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","BINTARO","Laki-laki","65","1246"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PETUKANGAN UTARA","Laki-laki","65","1234"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PETUKANGAN SELATAN","Laki-laki","65","777"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","ULUJAMI","Laki-laki","65","931"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","PISANGAN BARU","Laki-laki","65","756"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","UTAN KAYU UTARA","Laki-laki","65","713"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","KAYU MANIS","Laki-laki","65","615"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","PAL MERIAM","Laki-laki","65","552"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","KEBON MANGGIS","Laki-laki","65","481"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","UTAN KAYU SELATAN","Laki-laki","65","980"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","PULO GADUNG","Laki-laki","65","833"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","PISANGAN TIMUR","Laki-laki","65","952"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","CIPINANG","Laki-laki","65","1078"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","JATINEGARA KAUM","Laki-laki","65","473"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","RAWAMANGUN","Laki-laki","65","1098"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","KAYU PUTIH","Laki-laki","65","1384"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","JATI","Laki-laki","65","1151"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","KAMPUNG MELAYU","Laki-laki","65","568"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","BIDARA CINA","Laki-laki","65","903"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","BALI MESTER","Laki-laki","65","384"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","RAWA BUNGA","Laki-laki","65","542"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG CEMPEDAK","Laki-laki","65","1047"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG MUARA","Laki-laki","65","1733"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG BESAR SELATAN","Laki-laki","65","798"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG BESAR UTARA","Laki-laki","65","1099"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","KRAMAT JATI","Laki-laki","65","729"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","KAMPUNG TENGAH","Laki-laki","65","831"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","DUKUH","Laki-laki","65","471"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","BATU AMPAR","Laki-laki","65","1017"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","BALE KAMBANG","Laki-laki","65","536"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","CILILITAN","Laki-laki","65","980"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","CAWANG","Laki-laki","65","776"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","GEDONG","Laki-laki","65","813"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","BARU","Laki-laki","65","342"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","CIJANTUNG","Laki-laki","65","815"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","KALISARI","Laki-laki","65","752"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","PEKAYON","Laki-laki","65","688"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","JATINEGARA","Laki-laki","65","1024"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","PONDOK LABU","Perempuan","65","1317"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","GANDARIA SELATAN","Perempuan","65","728"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","CIPETE SELATAN","Perempuan","65","793"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","MELAWAI","Perempuan","65","183"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","GUNUNG","Perempuan","65","427"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","KRAMAT PELA","Perempuan","65","454"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","SELONG","Perempuan","65","208"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","RAWA BARAT","Perempuan","65","298"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","SENAYAN","Perempuan","65","133"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","PULO","Perempuan","65","320"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","PETOGOGAN","Perempuan","65","463"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","GANDARIA UTARA","Perempuan","65","1316"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","CIPETE UTARA","Perempuan","65","840"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","PANCORAN","Perempuan","65","464"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","KALIBATA","Perempuan","65","1125"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","RAWA JATI","Perempuan","65","538"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","DUREN TIGA","Perempuan","65","870"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","PENGADEGAN","Perempuan","65","583"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","CIKOKO","Perempuan","65","292"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","JAGAKARSA","Perempuan","65","1110"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","SRENGSENG SAWAH","Perempuan","65","1278"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","CIGANJUR","Perempuan","65","644"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","LENTENG AGUNG","Perempuan","65","1052"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","TANJUNG BARAT","Perempuan","65","829"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","CIPEDAK","Perempuan","65","611"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PESANGGRAHAN","Perempuan","65","779"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","BINTARO","Perempuan","65","1394"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PETUKANGAN UTARA","Perempuan","65","1139"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PETUKANGAN SELATAN","Perempuan","65","815"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","ULUJAMI","Perempuan","65","887"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","PISANGAN BARU","Perempuan","65","1033"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","UTAN KAYU UTARA","Perempuan","65","838"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","KAYU MANIS","Perempuan","65","781"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","PAL MERIAM","Perempuan","65","709"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","KEBON MANGGIS","Perempuan","65","687"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","UTAN KAYU SELATAN","Perempuan","65","1214"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","PULO GADUNG","Perempuan","65","908"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","PISANGAN TIMUR","Perempuan","65","1237"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","CIPINANG","Perempuan","65","1376"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","JATINEGARA KAUM","Perempuan","65","486"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","RAWAMANGUN","Perempuan","65","1455"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","KAYU PUTIH","Perempuan","65","1629"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","JATI","Perempuan","65","1495"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","KAMPUNG MELAYU","Perempuan","65","698"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","BIDARA CINA","Perempuan","65","1231"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","BALI MESTER","Perempuan","65","462"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","RAWA BUNGA","Perempuan","65","690"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG CEMPEDAK","Perempuan","65","1434"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG MUARA","Perempuan","65","1725"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG BESAR SELATAN","Perempuan","65","871"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG BESAR UTARA","Perempuan","65","1206"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","KRAMAT JATI","Perempuan","65","908"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","KAMPUNG TENGAH","Perempuan","65","857"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","DUKUH","Perempuan","65","482"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","BATU AMPAR","Perempuan","65","990"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","BALE KAMBANG","Perempuan","65","527"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","CILILITAN","Perempuan","65","1141"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","CAWANG","Perempuan","65","891"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","GEDONG","Perempuan","65","854"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","BARU","Perempuan","65","341"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","CIJANTUNG","Perempuan","65","750"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","KALISARI","Perempuan","65","727"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","PEKAYON","Perempuan","65","625"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","JATINEGARA","Perempuan","65","897"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","RAWA TERATE","Perempuan","65","319"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","PENGGILINGAN","Perempuan","65","1215"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","CAKUNG TIMUR","Perempuan","65","727"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","PULO GEBANG","Perempuan","65","1456"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","UJUNG MENTENG","Perempuan","65","508"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","CAKUNG BARAT","Perempuan","65","603"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","DUREN SAWIT","Perempuan","65","1720"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK BAMBU","Perempuan","65","1541"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","KLENDER","Perempuan","65","1602"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK KELAPA","Perempuan","65","1673"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","MALAKA SARI","Perempuan","65","1186"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","MALAKA JAYA","Perempuan","65","1352"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK KOPI","Perempuan","65","786"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","MAKASAR","Perempuan","65","788"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","PINANG RANTI","Perempuan","65","427"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","KEBON PALA","Perempuan","65","968"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","HALIM PERDANA KUSUMAH","Perempuan","65","417"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","CIPINANG MELAYU","Perempuan","65","1089"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","CIRACAS","Perempuan","65","886"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","CIBUBUR","Perempuan","65","1356"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","KELAPA DUA WETAN","Perempuan","65","821"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","SUSUKAN","Perempuan","65","655"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","RAMBUTAN","Perempuan","65","665"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CIPAYUNG","Perempuan","65","511"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CILANGKAP","Perempuan","65","375"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","PONDOK RANGGON","Perempuan","65","360"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","MUNJUL","Perempuan","65","431"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","SETU","Perempuan","65","354"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","BAMBU APUS","Perempuan","65","422"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","LUBANG BUAYA","Perempuan","65","1078"
"2016","2016","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CEGER","Perempuan","65","341"
"2017","2017","PROVINSI DKI JAKARTA","KAB ADM KEP SERIBU","KEPULAUAN SERIBU UTARA","PULAU PANGGANG","Laki-laki","65","112"
"2017","2017","PROVINSI DKI JAKARTA","KAB ADM KEP SERIBU","KEPULAUAN SERIBU UTARA","PULAU KELAPA","Laki-laki","65","91"
"2017","2017","PROVINSI DKI JAKARTA","KAB ADM KEP SERIBU","KEPULAUAN SERIBU UTARA","PULAU HARAPAN","Laki-laki","65","37"
"2017","2017","PROVINSI DKI JAKARTA","KAB ADM KEP SERIBU","KEPULAUAN SERIBU SELATAN","PULAU UNTUNG JAWA","Laki-laki","65","45"
